MCU问题单号,问题描述,进展,根因,对策,车族,车型,电驱代号,管理平台,问题类别,问题解析报告,问题解析附件,车辆类型,仪表指示灯,故障DTC,故障工况,故障时刻
SW-H97E-L200B-020,97E在频繁上下电过程中MCUR无通讯,"20260509：目前已在OTA2.8导入下电切换关闭中断策略，后续继续观察是否在线；
260327：目前无进展
260323：目前已确认异常版本所有策略都有更新，后续确认策略之前是否存在冲突",未知,导入看门狗切换关闭中断策略,H97系列,H97E-REV-400V,L200B-2,智新科技400V-ID4,软件|底层,,,商品车,动力系统故障黄灯,NA,车辆启动,
SW-H56E-H285NQ-012,DVP测试过程中滤波组件烧蚀,"20260325：
目前确认原因为电机对地短路导致电控共模电流偏大磁环烧蚀，代办如下：
1.电控输出材料，确认共模电流产生机理及大小；
2.台架验证三相对地阻抗降低的情况下共模电流大小（非短路工况）
3.目前已确认青山堵转验证不足，需要在台架上验证每30°的温升情况；
20260316：
确认烧蚀点为纳米晶磁环；
20260324：
确认问题为电机测，待电控复现",,,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,,,,试验车,无,NA,无法确认故障工况,
SW-H37B改善-H170YA-001,"H36B 2026款NVH问题：前电机行驶时有啸叫异响：3月18日,13:55，车速120km/h匀速行驶,然后全油门加速时90-120转速段，前电机有啸叫声。",,,,H37系列,H37B改善-EV-800V,H170YA,智新科技800V-ID4-异步,性能|NVH,,,试验车,无,NA,激烈驾驶,
SW-H56E-H170YB-001,行驶过程中加油门，前电驱载频啸叫明显，30-90车速段,,,,H56系列,H56E-EV-800V,H170YB,智新科技800V-ID4-异步,,,,试验车,无,NA,平稳驾驶,
SW-H37B改善-H170YA-002,37B改善扭矩精度不足问题,,,,H37系列,H37B改善-EV-800V,H170YA,智新科技800V-ID4-异步,软件|应用层,,,试验车,无,NA,平稳驾驶,
SW-H47A-H285NQ-011,行驶过程中报PDCM/22/24/30rollingcounter和checksum故障,"0409：H67已到青山，青山进行复现确认根因
0402：复现故障，采集到内部量，初步分析应用层计算逻辑OK，但接收的全局变量异常
3/27：暂无实际进展
3/18：功能安全相关故障，需要继续排查","直接原因：偶发0xB5报文的canfd byte1字节信号上传到ASW时卡滞没更新，导致ASW自身计算的checksum与总线接收到的checksum不一致，控制器报出E２E故障。
可能原因：报文接收和传递在不同任务中可能会出现数据不一致情况产生的误报","1、PPC1软件已按原需求将counter计数周期更改为5周期；
2、数据缓存到缓冲区，周期触发，报文接收和传递给ASW都在10ｍｓ任务执行，避免出现数据不一致的情况。",H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|底层,https://hav4xarv6k.feishu.cn/file/KqMXbzqK6omnUlx1ZGzcVvMMnDh,https://hav4xarv6k.feishu.cn/drive/folder/WlT9f6XdplfsBkdWWWhcFsKFnpc?from=from_copylink,试验车,电机故障黄灯,NA,平稳驾驶,
SW-H56E-H170YB-002,"1、做测试用例中长时高速匀速行驶升温测试时，动力系统故障灯点亮，动力正常，一休停车后故障灯自行消失。（高速行驶时间累积45分钟，车速100-140）；
2、车辆二号综合路行驶中，仪表屏动力系统故障警示灯点亮，大概一分钟后故障灯消失；
3、高环长里程120KM工况发现动力故障灯点亮，停车三分钟后故障灯消失",,,,H56系列,H56E-EV-800V,H170YB,智新科技800V-ID4-异步,,,,试验车,,,无法确认故障工况,
SW-H56E-H170YB-003,车辆起步时顿挫。H56E-304#，20260420，6:47，经济+纯电，车辆起步时，中/重油门起步，会顿挫一下不平顺，其他驾驶模式正常。,,,,H56系列,H56E-EV-800V,H170YB,智新科技800V-ID4-异步,,,,,,NA,无法确认故障工况,
SW-H97E-L200B-021,MCU报油泵通讯超时和XCP Busoff,260509：软件已验证并上传,MCU在下电过程中会将XCP CAN芯片切Sleep状态，未完全初始化重新唤醒的情况下会导致CAN芯片持续处于Sleep状态；,下电时不切换CAN芯片状态,H97系列,H97E-REV-400V,L200B-2,智新科技400V-ID4,软件|底层,https://hav4xarv6k.feishu.cn/file/NXSlbKKLMouxWXx7i0XcfgAznzg,https://hav4xarv6k.feishu.cn/drive/folder/MwPwfTHlUlf2tbdAib8cw6Uwnbg?from=from_copylink,商品车,电机故障黄灯,"U069887,U007400",平稳驾驶,
SW-H67A-L200C-003,L200C-2整车起步存在6阶NVH问题,,暂不清楚,"1.已台架验证W相电流传感器系数变更为1.03可解决问题；
2.已确认霍尔电流采样无异常；
3.后续需要尝试二次谐波注入确认是否可以解决问题；",H67系列,H67A-PHEV-400V,L200C,智新科技400V-ID4,,,,商品车,无,NA,平稳驾驶,
SW-H77B-H285N-001,驱动电机故障指示灯点亮(严重)：SPCA-105#2026.4.9，9:07，144km soc:52% 工况：磨合，驾驶模式:经济-纯电-标准，空调关闭，故障描述:车辆重启断小电瓶后驱动电机故障指示灯常亮，动力系统降功率（9:07分已打点）,0411已确认故障由整车路试老师下电流程不规范导致，故障可实车稳定复现,低压12v先于高压断开，电池继电器断开瞬间，整车低压12v中断，VCU停止工作，无法外发下电请求指令。MCU具备高压取电功能，会使用电容电量继续维持低压供电，当电容电压持续下降，满足欠压诊断条件，故障报出。,"SPCA措施
ECU欠压故障：按诊断调查表修改故障诊断阈值，修改低压采样修正系数。
母线3级欠压故障，增加故障诊断使能条件低压电源范围为8.5~18V",H77系列,H77B-PHEV-800V,H285N,智新科技800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/Tb3Xb46NHoBpImxjudXcLeypnsh?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/JrTWflmKIlL1W2d9XWkc3MmrnTh?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯","B111716,P2D9E16",车辆启动,
SW-H56E-H170YB-004,"SPBA H56E—ev-135#
时间：20:40
日期：2026.4.8
里程：5699
电量：77%
驾驶模式：经济
动力：纯电
天气：雨
空调：开
工况:测试用例
地点:高环
试车员 ：张艳
故障描述：做测试用例中长时高速匀速行驶升温测试时，动力系统故障灯点亮，动力正常，一休停车后故障灯自行消失。（高速行驶时间累积45分钟，车速100-140）","1、标定数据关注总线错误帧
2、增加主动注入错误用例
3、其他",EnergyCan存在大量错误帧，导致can收发器进入异常sleep状态，关闭外发功能，CAN收发器只收不发，整车表现为MCUF掉线,"1、软件配置第二采样点，增强抗干扰能力；
2、检测内部寄存器状态位，在出现异常情况时，对can芯片进行初始化处理，报文外发中断20ms，整车无感；
3、新增故障位，异常状态外发。",H56系列,H56E-EV-800V,H170YB,智新科技800V-ID4-异步,,https://hav4xarv6k.feishu.cn/file/UVeAbKWaBopC7XxKSu0c86E8nXc,https://hav4xarv6k.feishu.cn/drive/folder/HXiHfxIDJlikNOdWRLMcHWjLnHh,试验车,动力系统故障黄灯,NA,车辆启动,
SW-H56D-H200B-009,东莞H56D后电机逆变砖SIC直通炸管故障,,博世功率模块单件质量问题,增强下线检测,H56系列,H56D-PHEV-800V,H200B,智新科技800V-ID4-同步,硬件|高压侧,https://hav4xarv6k.feishu.cn/file/Ptxfb9bUuo3DQFxIT3ncfaSlnag,https://hav4xarv6k.feishu.cn/drive/folder/RxrZfB6q9lCGIQdMiz9c2On1nve?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯","P161209,P161309",车辆启动,
SW-H47A-H285NQ-012,MCUR偶发不休眠,"20260413：
下电过程中诊断CAN发送功能寻址，MCUR偶发不休眠；
20260413：
目前怀疑是下电过程中存在KL15跳变，导致MCUR不休眠，后续需要梳理KL15跳变对休眠唤醒的影响。
20260414：:4月15日提供报告，包括上电和下电和开关通讯的整体逻辑；
故障数据进了快发，但是AWB未置位；
4月26日回归节点关闭问题并提供测试报告
20260506：
问题关闭；",,,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,,,,试验车,无,NA,车辆启动,
SW-H77B-H285N-002,上ready后MIL灯常亮:SPCA-104#，2026.4.9，5:57，77km，soc:14% ，况：磨合，驾驶模式:舒适-保电模式-标准，空调关闭，问题描述:车辆静态，车辆上READY后MIL灯常亮，数据显示MCUR请求点亮MIL灯。5:57分已打点,0411已确认故障由整车路试老师下电流程不规范导致，故障可实车稳定复现,低压12v先于高压断开，电池继电器断开瞬间，整车低压12v中断，VCU停止工作，无法外发下电请求指令。MCU具备高压取电功能，会使用电容电量继续维持低压供电，当电容电压持续下降，满足欠压诊断条件，故障报出。,"SPCA措施
ECU欠压故障：按诊断调查表修改故障诊断阈值，修改低压采样修正系数。
母线3级欠压故障，增加故障诊断使能条件低压电源范围为8.5~18V",H77系列,H77B-PHEV-800V,H285N,智新科技800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/Tb3Xb46NHoBpImxjudXcLeypnsh?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/JrTWflmKIlL1W2d9XWkc3MmrnTh?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯","B111716,P2D9E16",车辆启动,
SW-H66A-L160N-007,平地、坡道0-1kph蠕行抖动,,低速段谐波电流含量高,注入5次开环谐波电流,H66系列,H66A-PHEV-400V,L160N-2,智新科技400V-ID5,性能|驾驶性,http://无,https://hav4xarv6k.feishu.cn/record/P6Gor59dveImyec6H7UcnCmenMh,试验车,无,P0A5F19,平稳驾驶,
SW-H47A-H285NQ-013,MCUR清除EDR数据负反馈NRC13,已确认根因,供应商将发送指令少做了一位，导致发正确指令时，识别长度不同，报出NRC13,修改软件，按实际需求指令长度开发,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,http://无,无,试验车,无,NA,车辆启动,
SW-H56D-H200B-010,H56D逆变砖深圳件（VIN：2851）后电机桥臂故障,,博世功率模块单件质量问题,增强下线检测,H56系列,H56D-PHEV-800V,H200B,智新科技800V-ID4-同步,硬件|高压侧,https://hav4xarv6k.feishu.cn/file/LztwbxBahoRoA1xxC4ac1anUn9f,https://hav4xarv6k.feishu.cn/drive/folder/V9jWf59lTlQof8dhydqcHFSwnUg?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯","P0A3F09,P161209,P0A0A13",平稳驾驶,
SW-H47A-H285NQ-014,2026/4/22，11点25，动力误用试验，车辆配载110%，10%标准坡工况，全油门爬坡过程中仪表动力系统故障灯，电机故障灯，乌龟灯亮起,"0430：实车验证对策有效性，修改锁定最终方案，且经过NVH和耐久测试认可
0426：确认初版对策
0424：实车采集标定量，确定是谐波导致的硬件过流；",故障时刻，转速190rpm左右，谐波开启，电流环控制不稳，导致报出过流故障。,请求扭矩大于300Nm，谐波使能转速条件250rpm；请求扭矩小于260Nm，谐波使能转速维持当前的150rpm,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/NoQMbjN6Ao0ltNxXOJ1c11gSnuf,https://hav4xarv6k.feishu.cn/drive/folder/EZspfkIGRliPFudN2QHcoHYMnkh,试验车,"电机故障红灯, 动力系统故障红灯",P0A5F19,激烈驾驶,
SW-H47A-H285NQ-015,电检二报看门狗超时故障,0426：电检二MCUR报看门狗超时故障,软复位（11 01）期间，未关闭看门狗，复位超时会导致上报看门狗故障,主动复位、刷写关闭看门狗监测,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|底层,https://hav4xarv6k.feishu.cn/file/UQXGbKNmso702yxxMEIcKvTwnYc,https://hav4xarv6k.feishu.cn/drive/folder/CXDWfGRaHlmu3CdMkYpcXcoGnhb?from=from_copylink,试验车,无,U163000,车辆启动,
SW-H56E-H285NQ-013,挂D档，原地停车或者行驶，后电机油泵异响并伴随明显间歇震感。H56E-261#，20260428，7399km，18:01，高能模式，挂D档，原地停车或者行驶，后电机油泵异响并伴随明显间歇震感。挂其他档位没有异响。其他模式下没有异响。,,高能模式，后电驱油泵默认4400rpm运行,取消高能模式下油泵固定4400rpm策略,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,软件|应用层,,,试验车,无,NA,平稳驾驶,
SW-H56E-H285NQ-014,power_G功率标定到0后DR档切换过程中报229#故障（非预期扭矩）,"20260428：
暂无分析方向，需要整车复现采集内部量；
20260506：
节前分析有异常，5月7日回顾；
20260511：
AH软件修复，5月11日提供报告，待正式软件释放后关闭问题；
20260514：
确认所有降额故障和限扭故障需要做斜率处理（1000Nm/s）",功能安全层未判断扭矩象限，Power_G标定为0后会导致负扭矩限制为0，实际扭矩超过70Nm持续200ms会报功能安全校验故障；,增加扭矩象限判断,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/CYtSb48v1ooKLzxQ4gXcSApqnym,https://hav4xarv6k.feishu.cn/drive/folder/GwCLfovS0lhxkMd19NBcbP6BnIf?from=from_copylink,试验车,电机故障黄灯,P291383,平稳驾驶,
SW-H47A-H170YB-002,3阶次轰鸣,,,二次谐波注入,H47系列,H47A-EV-800V,H170YB,智新科技800V-ID4-异步,性能|NVH,https://hav4xarv6k.feishu.cn/wiki/VO4YwJZa0iBR1AkkTJHcHwnInAb,,试验车,无,NA,平稳驾驶,
SW-H66A-H200N-005,H66-122上高压时，偶发报上电缺相自检故障,1、初步怀疑为上电时驱动芯片状态切换过程S1和S2控制器引脚时序错误，故障复现中,,,H66系列,H66A-PHEV-800V,H200N-2,智新科技800V-ID5,,,,试验车,电机故障红灯,P161F09,车辆启动,
SW-H47A-H285NQ-016,"仪表驱动电机严重故障灯点亮：5月10日,17:16，车辆停车挂R档倒车途中顿挫，仪表驱动电机严重故障灯点亮，车辆可以挂档，无法前进与后退。断小电后恢复正常。",已确认原因,功能安全扭矩处理未按要求执行，象限判断转速按-30000rpm执行（原要求100rpm），相当于无象限判断，只做扭矩大小仲裁，在满充情况下，powerG为0，功能安全仲裁扭矩为0，而应用层是按正确要求执行，能正确跟随VCU扭矩请求，当超出70Nm偏差时，报出故障,"1、删除功能安全扭矩仲裁重复的扭矩四象限判断逻辑；
2、修改扭矩四象限判断逻辑：
①修改转速标定量（-30000rpm改为100rpm）；
②转速在-100rpm<n<100rpm时，FrntMotTqReq = VCUMotTrqReq、VCUMaxTorqLimit = 400、VCUMinTorqLimit = -400。",H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,软件|应用层,https://hav4xarv6k.feishu.cn/file/JdsGbRuWAocAUnxHYXJckmhnnXf,https://hav4xarv6k.feishu.cn/drive/folder/IYW8fl3qbljOX4dl5C0cfgEInGf?from=from_copylink,试验车,电机故障红灯,P291383,平稳驾驶,
HW-H67A-H285NQ-002,驱动电机故障灯（严重）和动力系统故障灯（一般）亮起：H67EV-234# 日期：2026.5.8时间：8::400里程：3290km  soc:57% 工况:结构耐久 驾驶模式:经济-标准-中，空调：关 故障描述:在制动4制动起步后车辆抖动（就像制动未松开又加油门的抖动感）。仪表显示驱动电机故障灯亮（严重），动力系统故障灯亮起（一般）。,"20260514：
根本原因跟47一致，谐波注入开启转速150rpm过低导致在大扭矩低速情况下控制不稳触发硬件过流",,谐波注入由150rpm提高到250rpm,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,,,,试验车,电机故障红灯,NA,平稳驾驶,
HW-H67A-H285NQ-003,车辆下线报故障码214和06，后续下电再唤醒无通讯,"20260514：
已确认根本原因为MCU进入安全状态后，下电后SBC无法正常切换到Standby状态导致下电卡死；
后续需要确认异常复位所有原因；",异常复位三次导致MCU进入安全状态，进入安全状态后MCU无法正常下电导致软件卡死；,MCU下单校核是否处于安全状态，若处于安全状态则拉高SBC的Errpin并将SBC切换到Standby状态；,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,,https://hav4xarv6k.feishu.cn/file/HAHxbGySOo93i0xqXFMcP0Yenvw,https://hav4xarv6k.feishu.cn/drive/folder/RW1Ifbz58lhOG0d1FLgciltenxf?from=from_copylink,试验车,电机故障红灯,NA,车辆启动,
HW-H67A-H285NQ-004,车辆产线电检二无法清除录波数据且旋变学习失败,"20260514：
已确认根本原因为PHEV和EV的EOL流程完全不同；",EV不支持旋变自检；清除录波数据需要解锁,"1.EV软件兼容旋变自检；
2.修改PHEV EOL内容，兼容EV车型；",H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,,,,试验车,无,NA,车辆启动,
SW-H47A-H285NQ-017,起步和倒挡1-2kph 18阶嗡嗡声,"260522：青山确认原本的谐波抑制做错为了谐波注入，同时R档无谐波抑制，提供练市对策软件测试两驱（不带声包）和4驱车（带声包）后，18阶已优化可接受，但引发了新的阶次噪音，需要再PPC0车上再行测试确认
260515：实车验证谐波开启转速的影响，确认对18阶嗡嗡声无明显改善",谐波导致,谐波注入开始转速调整到100rpm,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,性能|NVH,http://无,无,试验车,无,NA,平稳驾驶,
HW-H67A-H285NQ-005,驱动电机故障灯亮，动力系统故障灯亮H67EV-407# 日期：2026.5.24时间:17:16里程：2083KM SOC：99%工况:结构耐久，驾驶模式：经济-标准-高 空调：开启 故障描述：充电完成后，刚移动车辆突然出现驱动电机故障灯亮，动力系统故障灯亮,,"1.确认该故障为功能安全层非预期扭矩故障；
2.故障时SOC为100%，此时可用回收扭矩（负扭矩）为0；
3.当前功能安全层未做象限判断，当可用回收功率为0时，功能安全层会判断负扭矩可用功率为0；
4.R档加速情况下，若MCUR实际扭矩超过70Nm功能安全则会报非预期扭矩故障；",1.功能安全层增加扭矩象限判断,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,,https://hav4xarv6k.feishu.cn/file/NXIsbg9GLorq11xIG5lcqomdn3d,https://hav4xarv6k.feishu.cn/drive/folder/GcplfB0IrlwIoBdlwy6cByzunqm?from=from_copylink,试验车,"电机故障红灯, 动力系统故障黄灯",P291383,平稳驾驶,
SW-H56E-H285NQ-015,过减速带时车身剧烈抖动，持续3s消失。H56E-304#，20260521，19:15，15kph通过二号综合路入口卵石路旁边的减速带时，车身剧烈抖动，通过减速带后未制动，抖动现象持续三秒消失,,-20Nm@1000-1500rpm的防抖Kp参数标定偏大，导致扭矩补偿过度，转速震荡,重新标定防抖Kp,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,,http://无,无,试验车,无,NA,平稳驾驶,
SW-H47A-H285NQ-018,"车辆低速行驶时，出现剧烈抖动，顿挫：5月20日,11:38，小坡度下坡，怠速12km/h左右，持续剧烈抖动，顿挫",0526：已确认根因,后电驱低速段防抖参数不合理导致补偿偏大，引起抖动,后电驱低速段防抖参数不合理导致补偿偏大，引起抖动,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,https://hav4xarv6k.feishu.cn/file/EXuKbM8hmonM6oxxD6lckbrXngd,https://hav4xarv6k.feishu.cn/drive/folder/IbJyfdEzUlNZShdqtM2colDVnKe,试验车,无,NA,平稳驾驶,
SW-H56D-H200B-011,佛山H56D后电机SIC炸管故障,,博世功率模块单件质量问题,增强下线检测,H56系列,H56D-PHEV-800V,H200B,智新科技800V-ID4-同步,硬件|高压侧,https://hav4xarv6k.feishu.cn/file/TZW5bleyEoRkgDxxUHycF5dDnWd,https://hav4xarv6k.feishu.cn/drive/folder/QOfkfIIwbl5Fs1dDe5xciRtLnPd?from=from_copylink,商品车,"电机故障红灯, 动力系统故障黄灯","P161209,P161309",平稳驾驶,
SW-H47A-H285NQ-019,车辆12码过减速带时，后轮拖拽感，抖动严重,与0023问题重复,后电驱低速段防抖参数不合理导致补偿偏大，引起抖动,后电驱低速段防抖参数不合理导致补偿偏大，引起抖动,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,http://无,无,试验车,无,NA,平稳驾驶,
HW-H67A-H285NQ-006,MCUR升级至AH版后，上电仪表提醒后轮转向功能失效故障,20260618：:目前定位为MCU会校验DMC模块发出来的扭矩，但是未做象限处理，R档情况下MCU的最大回收扭矩会发0，DMC给MCU发负扭矩情况下会让DMC模块报错；,用于判断DMC目标扭矩超限的最大最小扭矩限制值没有进行四象限判断，最大最小扭矩限制值使用错误，导致在R挡倒车时，将DMC目标扭矩误判为超限，QF质量信号置0，DMC进入故障状态,MCU判断DMC的扭矩时需要做象限处理,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,,https://hav4xarv6k.feishu.cn/file/Hdcmb2aS9oX7NNxZxq1c2UKHnyT,https://hav4xarv6k.feishu.cn/drive/folder/HvTRfm0j9luoM3dXpE2cm0qbnkl?from=from_copylink,试验车,无,NA,平稳驾驶,
HW-H67A-H285NQ-007,-30℃低温DC双开充电至SOC99%自动结束充电：H67 EV 98度电池，431# ，0529，-30℃低温静置一晚，9：22开始充电，充电起始SOC10%，10：58，仪表显示SOC99%自动结束充电。充电限值设置100%,,VCM请求桩端输出电流的时候会加上电机堵转的请求功率，由于电机临时屏蔽电机堵转，导致电机堵转的功率实际未被附件消费，因此这部分功率被电池包吸收，导致电池包进包过流。,,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,,,,试验车,无,NA,充电,
SW-H47A-H170YB-003,低温环境仓，直流充电过程中，出现动力电池故障灯和动力系统故障灯，充电中断,,VCU请求的充电电流=BMS最大允许电流+电机堵转加热的请求功率 （但是电机堵转又没开） 导致充电桩输出电流大于BMS最大允许电流 BMS 报过流故障点灯 报充电桩故障,电机堵转加热状态为不允许时，不再请求堵转加热功率,H47系列,H47A-EV-800V,H170YB,智新科技800V-ID4-异步,软件|应用层,,,试验车,动力系统故障黄灯,NA,充电,
SW-H67A-H170YB-001,-7℃ DC充电启动后仪表点动力系统故障灯、驱动电机故障灯、动力电池故障灯：H67 EV 98度电池，431# ，0530，9：16，SOC11%，-7℃低温静置一晚，车辆静态开启空调制热，前后排空调温度hi，吹面吹脚，风量最大，仪表点动力系统故障灯、驱动电机故障灯、动力电池故障灯（前电机报油泵故障）,,"低温工况下通过电机堵转发热预热动力电池，优化低温充电效率；
受低温影响润滑油黏度升高，油泵运行阻力偏大，实际转速无法满足标定需求，油泵上报转速异常故障；
电机控制器接收该故障信号后判定油泵故障，最终触发电机故障指示灯点亮。",关联温度重新标定油泵请求转速,H67系列,H67A-EV-800V,H170YB,智新科技800V-ID4-异步,,https://hav4xarv6k.feishu.cn/file/SzlBb1Xe2o5YPaxT5w0cxUP9ngf,https://hav4xarv6k.feishu.cn/drive/folder/UGR4fQI4BlRCXnd1MsQc35jbnZc?from=from_copylink,试验车,电机故障黄灯,P0A0509,车辆启动,
SW-SPCA2-H320AF-001,"软件刷写Dflash区域失败,擦除0xa03f0000-0xa03fffff区域时存在溢出现象",,boot软件问题，擦flash的时候超范围,对擦除区域进行范围判断,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,,http:///,/,试验车,无,NA,无法确认故障工况,
HW-H67A-H285NQ-008,"2026-06-03 18:01:00,电量百分之8速度60，电机故障灯闪烁",,"1.确认该车辆问题为MCU过温；
2.对比高温仓测试数据，该车辆MCUF温升异常，怀疑车辆未排空导致MCUF温度过高；
3.建议重新排空后继续验证确认；",1.车辆排空后重新测试,H67系列,H67A-EV-800V,H285N-Q,青山800V-ID5,硬件|高压侧,,,试验车,"电机故障红灯, 电机过温故障灯",P0A3C98,平稳驾驶,
SW-H47A-H285NQ-020,"车辆过减速带后，剧烈抖动：6月4日,13:25，车辆速度大约每小时30公里时，松开油门踏板过完减速坎后整个车身剧烈晃动。驾驶模式为经济，底盘软硬为中，悬架高度为标准，能量回收等级为低。（时间13:24–13:25）",与0023问题重复,后电驱低速段防抖参数不合理导致补偿偏大，引起抖动,后电驱低速段防抖参数不合理导致补偿偏大，引起抖动,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,http://无,无,试验车,无,NA,平稳驾驶,
SW-H47A-H170YB-004,"车辆行驶时，仪表动力系统故障灯点亮：6月8日,10:04，砾石路行驶，车速25km/h，仪表动力系统故障灯点亮，约半分钟后熄灭。",,CAN改CANFD，软件未配置第二采样点，通讯抗干扰能力偏弱，在强磁干扰，升温，高频噪声等环境下，系统进入异常状态风险增大。,"1、配置第二采样点；
2、检测内部寄存器状态位，在出现异常情况时，对can芯片进行初始化处理。",H47系列,H47A-EV-800V,H170YB,智新科技800V-ID4-异步,,,,试验车,动力系统故障黄灯,NA,平稳驾驶,
SW-H47A-H285NQ-021,"车辆行驶时抖动：6月10日,6:59，车辆在一综出口车速22km/h左右，松开油门,车身剧烈抖动；7:11在二综鹅卵石路出口车速25km/h，松开油门车身也出现剧烈抖动。",已确认原因,防抖扭矩叠加斜率限值偏低导致调节不过来产生抖动,增加防抖扭矩叠加斜率限值，1000Nm/s改到3000Nm/s。,H47系列,H47A-EV-800V,H285N-Q,青山800V-ID5,性能|驾驶性,https://hav4xarv6k.feishu.cn/file/MtcfbHs3woB5exx2H9CcQR4FnJg,https://hav4xarv6k.feishu.cn/drive/folder/IbJyfdEzUlNZShdqtM2colDVnKe,试验车,无,NA,平稳驾驶,
SW-H56E-H285NQ-016,挂入D档/R档，后电机控制器内部明显蜂鸣音。H56E-HW-304#，20260615，14:30，经济模式，车辆静止状态，挂入D档/R档不行驶，后电机控制器内部开始出现明显蜂鸣音，挂入P档后消失。,,电驱开管后，低速载频只有2k较低，会造成载频噪声,静态载频调到5k,H56系列,H56E-PHEV-800V,H285N-Q,青山800V-ID5,性能|NVH,,,试验车,无,NA,车辆启动,
SW-SPCA2-H320AF-002,分布式电驱在连接INCA时，无数据,,后面发现在控制板上的两个焊点上有杂质，导致其短路（非个例）,改制PCBA问题，后续手动补焊,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,NA,http://NA,NA,试验车,无,NA,无法确认故障工况,
SW-SPCA2-H320AF-003,在100us任务中，计算两拍旋变索引号，出现跳变，该现象一方面会导致正余弦调制信号索引号获取错误，另一方面观测器时间积分错误，导致最终计算紊乱,,"1、旋变硬件干扰，实际波形毛刺很多，原始信号很差；
2、软件中进行角度时间补偿，时间补偿的时间获取错误，已修正。","1、嬴双旋变优化屏蔽罩设计，改善反馈波形
2、修正时间补偿：core1采样、core2调用的时间戳修正",NA,SPCA-2平台,H320A-F,智新科技800V-分布式,硬件|低压侧,https://hav4xarv6k.feishu.cn/slides/FM2lscRwYlOG6xdJ5eOcs2iOngv,https://hav4xarv6k.feishu.cn/drive/folder/PlVFfGU0hlomOzdGMcAc925YnGe?from=from_copylink,试验车,无,NA,无法确认故障工况,
SW-SPCA2-H320AF-004,进行旋变软解码时，出现问题：余弦包络信号正弦度不够（向尖波靠近），正余弦幅值差的较多，且存在周期的波动，调节参数无作用,,旋变接插件是两个电机线束，有两根未用的线被连在了一起，导致实际单板电流增大，且出现上述问题,将错误线束拆开，进行解码测试，最大2000rpm，老参数适用,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,,https://hav4xarv6k.feishu.cn/slides/XLGbsSac4lZ8TDd3JN5cac6cnwU?from=from_copylink,https://hav4xarv6k.feishu.cn/drive/folder/HP8lfaW9PllEAkdy6a4cu2hKnrb?from=from_copylink,试验车,无,NA,无法确认故障工况,
SW-SPCA2-H320AF-005,做IF控制，首先把前馈补偿全部关掉，尤其是W*φsi，w在电抗器台架未接旋变，值可能非常大，导致饱和，控制不稳,,这个是控制上的操作，非问题,非问题,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|应用层,http://NA,NA,试验车,无,NA,无法确认故障工况,
SW-SPCA2-H320AF-006,做VF控制，电压给定6V，频率给定20Hz即可，电流有效值在40+A,,这个是控制上的操作，非问题,非问题,NA,SPCA-2平台,H320A-F,智新科技800V-分布式,软件|应用层,http://NA,NA,试验车,无,NA,无法确认故障工况,
